SEQID,PERTID,BAND,RTP,RA,DEC,SEEING,MJD,AIRMASS,ALTITUDE,AZIMUTH,ZENITH,DOF
22,22,i,48.273513,131.116815,10.341404,0.873889,63712.980693,1.32348,49.262488,352.414833,40.737512,"[-0.0108031967987652,0.0101650502127735,0.0048410560686231,0.0415224024683823,0.0064465243702805,-0.0194662949736069,0.0166221271966458,0.0322800027677824,0.0914932034136612,0.004391595106891,-0.018096293362605,0.0219158740532818,-0.0689209880580209,0.0211654443143927,0.0139875011081551,0.0748571145619005,-0.0249858519048724,-0.006459268301492,-0.0251712214553262,-0.0069947358139417,0.0062665369820771,0.0524721727064504,-0.0228144027778299,0.0701975521689297,-0.0026068315153986,-0.0098361875756298,-0.0269160659158569,0.0010767360009275,0.000359685240017,-0.0226726793724218,0.0597686301436509,-0.0430974272664541,0.0081466034301643,-0.0503497936494112,0.056922016074768,0.0161117706574972,-0.0715576466905766,0.0382460243906209,-0.0041209447379412,-0.0546418107118885,0.0028769992827336,-0.064110656818911,-0.0032809513023677,0.0215110267658026,-0.0372577697885401,-0.0073798763220626,-0.000856473373861,-0.1834199639182605,0.063753996032333,-0.0676950113688157]"
23,23,y,8.886511,304.165511,-38.124676,0.856194,63347.352142,1.145898,60.387994,114.646552,29.612006,"[0.2307088987285134,-0.1096022907369291,0.0311459784098526,-0.0888531173472831,0.3829779132238615,-0.0149614096055622,-0.1085589803930593,0.1100516594650125,-0.1119602217243413,-0.063477964834831,0.1014363526102953,0.0195697977702398,-0.0097974982524768,-0.153605680825309,0.1589200484951106,-0.0338641941200047,-0.0849714731446792,-0.2622844109212088,0.0294110734264508,-0.095450038966973,-0.1744308177767301,0.6462201547364342,0.1406168278879958,0.0048227801006909,-0.0443973886584895,0.1410079493491878,-0.1124122586223258,-0.0165001331012897,0.1181973777703639,0.2901340597696213,0.2119092776188021,-0.1049514334629617,0.0429260080107363,0.1818470824921257,-0.0336439714467467,0.2093747745033816,-0.1097809299821766,0.1684137545151369,0.1109759229629855,-0.3364945099692933,0.1778529614786148,0.0364426880412318,0.321065124080594,0.1208045775510719,0.1530294411149616,-0.0139819826576414,-0.1824259130287936,-0.1520606797746969,0.1369333028125968,-0.1012492660435351]"
24,24,y,2.953049,98.110979,-58.125882,0.645924,62959.091669,1.454968,43.462159,216.659614,46.537841,"[0.0087124390500593,-0.0021063703384195,-0.1634416779849542,0.1358184770324222,-0.0229544689644283,0.048714912966734,-0.0051655176890381,-0.1217445685942053,0.1289168349260159,-0.1524416063500418,-0.316548518265153,-0.4187533004805308,0.3599557620526734,-0.0272663226622938,0.054612599233312,0.0465567939459224,-0.2520745738814213,0.1395066875715215,0.0344808943623493,-0.010419847966636,-0.2341481418273286,-0.3609478767537814,-0.1138148901484395,0.0266644174874235,-0.1741187341779588,0.0181530673902482,0.0972746894416523,-0.0365002670036804,-0.0760918801242339,-0.1734089689626199,0.2181218465354603,0.139422187475667,0.0622315184564125,0.0777649197046511,0.2884338814072992,0.072208072899295,0.1168821056608665,0.0693583986329794,-0.1732934785752448,-0.149213863160331,0.1377578004100959,-0.0662624447988254,-0.2422437889679186,-0.0717644390420544,0.0444605725314131,0.0006779521035374,0.1054489945839892,0.0222048835295761,-0.0678108136873598,-0.1026852079574285]"
25,25,i,36.376558,116.303115,9.930883,0.96156,61843.138006,1.604047,38.570306,315.904525,51.429694,"[0.2549527605715127,0.0061488530267315,0.0845431539807469,-0.1707784281910141,0.0547121440452006,0.0694965133060982,-0.1407394386970565,-0.023092056899036,-0.0760175259249713,0.0384544721974662,0.027108386372961,0.18541349516315,-0.0668883184470719,-0.0267971854445634,0.147848828655688,-0.3165842581528531,-0.2167724939011136,-0.2477600028828551,0.0042405413295511,-0.1087181951194267,-0.1114392536507551,0.4967317076584419,0.0189633984807459,0.0239999373817622,-0.0552246142147734,0.1357387960812026,-0.0407986642831374,-0.0771412281291868,0.1352068990330447,0.3113184799455766,-0.1199284056150101,-0.0939069763557028,0.1756916139770985,-0.0386812276551789,-0.079286920835639,0.3576635676573277,-0.1359135534775622,0.1567866235270177,0.2211888656010855,-0.1168503598088525,0.1549195714004855,-0.0128571745313472,0.1697883167379964,0.0537288948709508,0.1614180756703697,0.0019712208541776,-0.2289079022511803,-0.007503665148842,0.1259052596211288,-0.0053396962901418]"
26,26,z,56.301096,10.116422,-44.508956,0.367673,63607.104299,1.673071,36.961615,234.993806,53.038385,"[0.0850675744458202,0.1452302777141052,0.1764351845263741,0.0628910176986152,-0.0356623301706055,0.115504088882452,0.0610117329003964,0.1319124432802853,-0.1556392052242027,-0.2217913974044756,-0.260231295466457,-0.0148142655712547,0.1129430431130625,-0.0039453991517703,-0.0454042003729568,-0.1953630609155752,-0.289009716332509,0.1107944749423976,0.1150608839088259,0.0478592676489724,-0.2829283913384824,-0.3839994267081926,-0.1341477868418175,0.1312684236218616,-0.2433632210586795,0.0670931644969251,-0.020317520547857,-0.0280780904834347,-0.0337553717994629,-0.2140897724254811,0.076697482760422,0.1238772457374358,-0.2359606292877703,-0.1300579461609483,0.1079681026089425,0.1567849318497828,0.2943555111688047,-0.0601429657053437,0.0434558849772903,-0.1324368132234615,0.0539559201112131,-0.1959778817172063,-0.2100405904549949,-0.0268385814299144,0.0244825362293382,0.038898169304655,0.0633152094861784,0.140648591090057,-0.0670809091480539,-0.0950563656344649]"
27,27,r,-39.664732,54.575501,-9.885491,0.574435,61704.149474,1.30892,49.517219,67.686924,40.482781,"[0.0687010796275821,-0.0210577784018442,-0.0056942836129709,-0.0043065995250517,0.0045611518073556,0.0175972953703176,0.0205119904907631,0.0068308068577349,0.0273857969350886,0.0055394495303232,-0.068571995556235,0.0453355350940298,-0.0294880303131088,0.0547997645603163,-0.0065786965635141,0.0779552146014758,-0.0026737252664639,-0.01511817942469,-0.0503063100032102,-0.0434977538892257,-0.040361194493133,0.0467734053921477,0.0076147313761279,-0.0139671614490039,0.0166948843146866,-0.025561676680391,0.0268088636938083,0.0690199685544888,0.0011664586427097,-0.0301993377091477,0.0964630914654118,-0.0487504949881932,0.0425961353439894,0.0041808277845468,0.1196931836369003,-0.0110364143813531,-0.0164368680835148,0.0637348839250084,-0.0529104459026977,0.0753780059220789,0.022918809071935,0.0452834920786019,0.0166558946572234,-0.040555330161338,-0.1014939960126463,0.0133615833592493,-0.0293836503427712,-0.1147520454405076,-0.0751489330522334,-0.0637564138145047]"
28,28,i,-0.280299,52.711157,-15.988799,0.681788,62127.054902,1.053591,71.408282,42.352586,18.591718,"[0.1149141098737551,0.0622236151800061,-0.1098772936180651,0.2425987931847995,-0.0333836708078272,0.1786450122693163,-0.0982691120087589,-0.0282330321698535,0.1554899740530751,-0.0295188198040308,-0.3710478604526372,0.1680580319589094,0.4187021268990712,-2.5548274589915967e-05,0.0100682434752449,0.1072041598301207,-0.0273984580445454,0.2141182162581682,0.0800935105740224,-0.2132376462255831,-0.2290444668153572,-0.2383990337918361,-0.093592776797476,0.1582299929279085,0.0157259043834087,0.1673104338105551,0.0690541438121339,-0.0718054369851033,0.0015209543817387,-0.0221170863229927,0.1067643687796479,0.1858734694397912,-0.0465941827550129,0.0147919192874377,0.240883995893913,-0.082760014073563,0.1821297143733474,0.1118339425327508,-0.2378345272800062,-0.1074269124113508,0.3420428940147193,-0.1897597752399938,-0.1582714189349613,-0.0614409489927946,0.0430922058884887,0.0016397029449599,0.0049768280324906,-0.0931998004775586,-0.0703880791307836,-0.0177561223283679]"
29,29,g,-52.976144,323.637553,-10.654509,0.890526,62770.144838,1.141259,61.362345,308.817431,28.637655,"[0.0108813589011837,-0.0061114974849247,-0.0116349788588501,-0.0507800755500104,-0.0267076042660155,-0.0105395780034354,-0.0216775843922126,-0.0051637889055301,0.0011272468995006,0.0070537190985556,0.0271118273362717,0.0164435244765802,0.1172173992046984,-0.024224261125642,0.0001747432432145,-0.0514125365136197,-0.1051750309716144,-0.0029961042360399,-0.0214451004261096,0.0224388675863261,-0.0108218759520566,0.042804874135724,-0.0319878818296978,-0.0237149002364215,-0.0265126447566984,0.0503713290305196,-0.0007388201490712,0.0325761379884301,-0.0031409891615038,0.0318293601278413,-0.0131372297280739,-0.0331279129530611,-0.0211654773010613,-0.0287711054662561,-0.1836127602751303,0.0873849264750806,-0.0326066843638724,0.0181163156155102,-0.0093181834600958,0.0091938658243125,0.0553813917897078,0.0009113345639863,-0.015480683677668,0.0344951226222324,-0.0073502437189887,0.0095061519508164,0.0087051275063771,-0.0178048388053111,-0.008340185708454,-0.0820606554977451]"
30,30,r,4.291273,238.137234,13.766954,0.676409,61622.126484,2.388592,25.043605,305.055133,64.956395,"[0.2741867272711414,0.1745174896590972,0.2519747048710419,0.0308418723752099,0.3832625568765303,0.148520149762283,-0.1976205562378755,0.3278333034978885,0.0721935176576496,0.4145444201580268,0.2035858056018692,0.6101384316983994,-0.1485768357266229,-0.0373545325028807,0.1085698613950974,-0.0544322289923989,0.1559281453843203,-0.0607535066993892,-0.1332388751679404,0.132901167207021,0.1311111369822891,0.3162998119863871,0.0312537963205834,0.1269130307385887,0.411531122154456,0.4168261911396865,-0.0901708203498739,0.0147222232652455,0.1902603340145152,0.1809877649859634,-0.5940654997572997,-0.275370380790034,-0.0154554138300329,0.0307279240415552,-0.2253572614879473,0.0297083404027925,-0.2384127346274963,0.0191632395809754,0.194723716681455,-0.1936128057668906,-0.033167524472397,-0.1461137676459553,0.281281394249204,0.2171012721806513,-0.0331359871342535,0.0048178898956489,-0.2795301526027312,-0.1404589217745227,0.0682296125226438,0.0632770733696239]"
31,31,r,-59.104282,195.86133,-45.688083,1.062043,63329.146565,1.069895,68.82736,142.624395,21.17264,"[-0.0119702285760923,-0.0141491750425742,0.0342648321643894,-0.0162281066078168,0.0602708286871364,0.0325162358383882,-0.0018339430618538,0.0481444802956329,-0.1076112180865522,-0.0477657427046427,-0.0017259486474552,0.0261695671627531,0.0302116395298987,-0.0109361056284656,0.0288742283969817,-0.028475478364365,-0.0607393727295693,-0.0433701416342998,0.0130349295657406,0.0126528318119867,0.0110639044915132,0.0232663049035156,0.0364171591460943,-0.000930239722792,-0.0413957947316707,-0.024728806737693,-0.004486050508354,-0.0717039797874527,0.0059677932127482,0.0223332168444474,0.0199865168376835,-0.0624486710666198,-0.054271123697238,-0.025434688215083,-0.0478701293847676,0.0545195459746296,-0.0720487891324613,0.0180373170109586,-0.0085135198536927,-0.0288699419056334,-0.087878503802909,-0.0303750222749681,0.0501723619140962,0.0271049219686078,0.0798307355375551,0.0278267979215465,0.003211217647846,-0.0633996147902634,0.0273759993667268,-0.1097870899269723]"
32,32,u,7.690636,64.145379,-39.661702,0.952815,63152.221643,1.141849,60.958149,117.988478,29.041851,"[0.0769200213363973,-0.0136337336274826,-0.0731803424850132,0.3288666884775462,0.1049199616847621,0.0911930455909765,-0.0040858921653221,-0.0389267409624499,0.2366300508437121,0.1280674089785682,-0.0879529143865737,-0.0620233018745256,0.2077574814440252,-0.0452063163598565,0.1073490394502113,0.4963346983003752,0.1038208234864085,0.0194005074992069,0.0471095651467521,-0.2162629726595784,0.2125752054706231,-0.122519943177021,0.119914807819405,0.1830705556394698,0.0712653765660347,-0.1294321706668863,0.0125194753653683,0.0799590342681831,0.0409871269360266,0.1340989407561701,0.3235495666042808,0.2357885147991313,0.1885511247588833,-0.1171723271720507,0.3825354386978642,0.1062032516334875,0.1723390341768954,0.1240273087242528,-0.0455192633142819,0.1156037465671518,0.0923497708152422,-0.187612427654212,0.1314566218409996,-0.0243318498997228,-0.14769493299135,0.0194088938281643,0.0174460921506301,-0.0826275616381738,0.0945131501300994,0.0150935237004373]"
33,33,y,-5.810231,277.396469,-53.408671,0.880231,62725.185779,1.246234,53.711139,219.125334,36.288861,"[0.0381375179938612,0.1124181816446251,0.1265696824174135,-0.0795618382257876,0.0563169352990327,-0.1812383073254076,0.1569257586003798,0.0141002056071535,-0.0140799358811815,-0.2188400560438756,-0.1214616403720443,-0.1740508506032458,-0.0187846487644737,0.0536798630059067,0.0632559582083284,-0.1758608554618727,0.1971511638253922,0.0678425323770868,0.0252917653151068,-0.0291101409446721,0.3486980741804528,-0.2980361045235953,-0.1914823931344465,0.0687828916737087,0.0920999028398859,-0.0479455735034398,-0.0398574346171279,-0.0493192563562802,-0.0628165574969021,-0.1744299204877557,0.2320599381376409,-0.0478413343626645,0.0618443330278162,-0.1909769099629088,-0.1015569711406665,-0.1251741301922572,-0.2476656782328645,-0.0369009823012556,0.0176925399255105,0.2459622713525742,-0.1794500276055021,-0.15413101597458,-0.2533105249965185,0.0922713933921086,-0.0006173001359774,-0.0310510598969343,0.082119059823609,-0.0403475756479855,-0.037999756191513,-0.0487980684507074]"
34,34,u,-69.210307,117.030733,-14.902232,0.7898,63219.208598,1.129262,62.105325,62.514432,27.894675,"[-0.0362814344865961,-0.0089426965816838,-0.0128251655220594,-0.034520603144461,0.0143679793422995,-0.0087562677812853,-0.0146566720253219,-0.0056961047676552,0.0165874395288486,0.004448376571062,-0.0483495770095225,-0.1342123504578353,-0.0841496362233438,0.0502574627945923,0.0301148722147855,0.0014783023305266,-0.074311317539022,-0.0554156122752602,0.0325972539404059,-0.0370948140541315,-0.0342794922603826,0.0332985949550955,-0.0181785802880201,0.0612250541535907,0.0635006906716185,-0.0246700549027604,0.0170225943884249,0.0094734918126383,0.0460195375451113,-0.0442612696344666,-0.0878492079984853,0.0102238335677434,-0.0274322239265207,0.0301621578804164,0.1138193819388112,0.0929054590610317,0.0305870658665259,0.0133564388460462,-0.0479617504113178,-0.0483901647619143,-0.0748158576957682,0.000207058228948,-0.0346576047640408,-0.0310124653296039,-0.0098692102162573,-0.0237634546721501,-0.0033460714252948,-0.0787160414078393,0.0399308432546561,-0.0460550611040711]"
35,35,z,-77.581653,157.077998,-11.53511,0.512178,62200.232461,1.110372,64.578148,312.859121,25.421852,"[-0.0049045568630872,-0.0031923098529132,-0.0012002377415366,0.0001901699454351,-0.0395645050054196,0.0023500029285241,0.0279595830285104,-0.0297553499590825,-0.0029850874434396,0.0032500434740916,0.0736033000117405,-0.0242858804824572,0.0469298839199497,-0.0166087124474616,0.0360449243592274,-0.0951179699256718,-0.1004949943364728,0.0593200654135633,-0.0005545587321156,-0.0191083357518954,0.0202599308423265,0.025271194179069,0.0096172962889425,0.0659480511579271,-0.0017243231237715,0.052587244554912,0.0055632965131496,-0.0667042906302777,0.0385059724106108,-0.0469025692778797,-0.0076464417672,0.0419479829275278,-0.026666237240521,-0.0296574338235538,-0.0231821047269956,0.0211984130300036,0.0007930128231176,0.0417059374880014,0.0161623618056391,-0.0604843523211994,0.0852876234475942,-0.0250897104600193,-0.0054636196705952,-0.0046743866557048,0.046357280831756,0.0178630500133426,-0.0093132822487238,-0.0250947206088244,-0.0089392124974609,-0.144329751587473]"
36,36,y,52.893446,9.77403,-44.333712,0.455664,62051.25692,1.116476,63.887361,229.976967,26.112639,"[0.5553182887774109,0.1224893491072409,0.1427510254874004,-0.1060512638179888,-0.1255214870092492,0.4368177706178712,-0.1763640593387949,0.069981453605219,-0.4531567449213403,0.6676265134497252,-0.2621684097259273,-0.1277844040037692,0.1488482879519493,0.2404388607567155,-0.0981246336007417,-0.0455338460148301,0.3499976975588032,-0.1054544334788404,0.0536531017412573,-0.2149385326085356,-0.0520145214052078,0.6035005735517447,0.158645011390892,-0.0285464200630363,0.1583877937389523,-0.1674467708943942,0.0749145960047866,0.1469736750490675,0.1099806422858019,0.3005087937948126,0.0889194510949439,0.0823490809789202,-0.1850820800974335,-0.2654113176466101,-0.5178993115881894,0.2396135766337618,-0.2562291272504856,0.3277421927362749,-0.0799587784238921,0.007616326479681,0.0932377855980415,0.0462974073015713,0.2291424567123735,-0.0222121397577095,-0.1467626261633842,0.0493338346408539,-0.1592243724853666,-0.1798607278272766,0.1664864085797237,-0.0383936819144573]"
37,37,y,-26.15003,121.749534,15.062403,0.776267,64026.108278,1.444792,44.00005,347.981364,45.99995,"[0.1379083154044607,0.1603782818963523,-0.1449324692352536,-0.1527314050247807,-0.1753640476143348,0.1583163463975657,-0.0957940216933072,-0.2308136620341937,0.1357957014998866,0.1868465143607532,0.1603089117126648,0.0989016324418325,0.0478197208955827,0.061524840273264,0.1096215616985436,0.3059786846275005,-0.0403995982324165,0.0608984432056081,-0.1894607538710937,-0.1232411554098173,0.092532060261864,0.4645618803495295,-0.2003953091173079,0.1631092965611775,0.1844099232143125,0.0277008797625738,0.0771078024805654,0.0914543350195995,0.1676059697689086,0.3398340937524661,-0.2126654910350215,-0.248763427695774,0.1434643020573495,-0.1309538224445321,-0.3068913273736226,-0.0142086551150963,-0.1757948358151214,-0.049778605132929,0.0593731321048735,0.0639877727170071,0.0958292304949367,-0.2880214056618935,-0.0611473766497586,-0.0143900023205411,-0.1038619756875224,-0.0243995635053172,-0.252193804783559,-0.1089334005830644,0.1425821271145055,0.0720988339759962]"
38,38,u,-45.329267,66.382472,-40.205876,0.717725,62889.155418,1.215925,55.527418,242.017185,34.472582,"[0.0087164065731218,-0.0091922801457398,0.0245373275674216,-0.0176643232698084,-0.0157336947855933,0.006565276297222,-0.0185952511109862,-0.031959949909292,-0.0105697806457277,-0.0078387556723085,0.0119132153299126,0.0334987411839637,0.1012218158459136,-0.1061429358613901,0.0482147128246822,-0.0647236130980389,0.0181529293080614,0.0111444783111704,-0.0810687279764994,0.0471599109774339,-0.026193270741433,-0.0494100041178576,-0.0256645720472347,0.0049169123800049,0.0398306039122341,0.0770116069702546,0.0690019803581421,-0.0290664159980048,0.0058685858811063,0.0076130673668123,-0.0064094724095036,-0.0369800991894148,0.0029783972065229,-0.0610176889655917,-0.0840953300093765,0.0019755795714895,0.0368418449022219,0.0353238187245049,0.0316662673987376,0.0743893861620705,0.0770642435267867,-0.0210714806025133,-0.0406540445431647,-0.0347208612019732,-0.0125783830345999,0.0117257872866607,0.0012660870136928,0.0535058913752747,0.0057891358186943,-0.132427683214288]"
39,39,i,67.480503,149.73438,-2.921993,0.556618,61515.149958,1.488142,42.570933,296.845366,47.429067,"[0.0224735832458593,0.196250377769687,0.0740444980354041,0.1895884868375695,0.1179962937412379,0.1324438359762123,0.0012664828612149,0.2386083787534083,-0.2526458483221569,-0.2868759491260423,-0.2287919857275778,0.1645489552818063,0.0663314906082096,0.0356391209732875,0.0662091277039242,-0.0061298130332979,-0.002387581170578,0.058065816548713,0.0030193058492278,0.157761327595813,-0.3334261226926004,-0.2368445913151655,-0.1648857622174418,-0.0092311352917465,-0.1349600237988683,0.0794671850256733,0.1710897468082908,-0.1087703358037371,0.0121436600447968,-0.240990046842245,0.0174950355606894,0.1290123515543582,-0.0126330332137459,-0.0676083724146765,0.4698555125765396,-0.0846901750859523,0.2291186588723729,0.0258465080121757,0.0222987634342569,-0.3261932618190766,0.1149775298378407,-0.0605495977607725,-0.2255085743129523,-0.1653036377685697,0.1377786514014899,-0.0156412018513318,-0.0382211020414368,0.2044197610919077,-0.0323032964312161,-0.1492787129046545]"
40,40,u,-59.784985,58.761428,-49.426283,0.907426,63219.173877,1.100848,65.457869,213.176396,24.542131,"[0.0203701076507814,0.0124297465724504,0.0222908203737038,-0.0001572212802146,-0.0020496037263136,0.0224880511744583,-0.0612385817103523,-0.0383206020784301,-0.0458756061330822,-0.0010831819021052,0.011212022577613,-0.0575130657955064,-0.0600202644987435,0.0645350137147276,-0.0236663034209731,-0.0097013933381919,-0.0738721027056316,0.0043084419906372,0.0099656659381275,-0.0356772365140422,-0.0399020339022135,0.0056554790962274,-0.0107417063500003,-4.452913582320472e-05,-0.0278290657153282,-0.0156434377920737,0.0256749546015825,0.0490871203224781,0.0035056155048348,0.0713362962582689,0.0219074306329841,0.0553256880170109,-0.0126528020296909,0.0272216647703315,0.093520906675601,0.0844071817169164,0.0249178268215941,0.0176859745110623,-0.0463700497413001,-0.0194477723325232,0.1046167335164785,-0.0234544004851993,0.000380494244173,-0.0099983798448377,0.0053253116347448,0.0015046701076852,-0.0090732451938656,0.012783483738585,-0.0058883357814647,-0.0837066255757911]"
41,41,z,-34.932902,139.870342,-27.649135,0.532349,62148.334631,1.059724,70.958461,272.060586,19.041539,"[0.1065607450454123,-0.0488339789670728,0.0576211306496982,-0.1245373312711266,0.0408678541299822,-0.0523189868576018,-0.0506159325470777,0.0827999123042119,-0.0292431798000545,0.0775507661082382,0.151416555008677,-0.1403556667091751,-0.3269440470436685,0.0886657275518794,-0.0903952255983831,-0.0269835062387747,-0.1636066747936166,-0.0215088370246424,-0.0584081121648106,0.0595502839342644,-0.0689783140615564,0.0251915583811028,-0.0979753301436649,-0.0556841139067385,-0.0094797959567771,0.1623054268665151,0.1171274174068557,-0.0301428645853956,0.0634650415146257,-0.0960263000481942,-0.0020224787991959,0.1965122513995594,0.0778118105050923,-0.0544033953852779,0.2114853576104821,0.1541497609683755,-0.0806588666679154,0.1401855613938512,0.0938531910934016,-0.0774098836068618,0.0171023998977246,-0.0129819048567909,-0.1401046092530421,-0.0589415434134062,0.0129361953837449,0.0111900561785356,-0.1513520187464857,-0.0493864876070132,-0.0798598739533477,-0.1109330471893778]"
42,42,u,-15.765037,71.244285,-57.816922,0.417797,64371.054334,1.16634,59.118543,201.159529,30.881457,"[0.0518085746511944,-0.0059510585030006,0.0116963100872098,0.0042071317332171,0.0176261757912177,-0.0464828718049727,0.0168187756440914,-0.0437571324341106,0.0089084252537895,0.0696278066386135,0.0005574770911388,-0.0936461320807738,-0.0468075923529252,0.0207337119691595,-0.0504694396217906,0.1160127531140852,0.0795224585205462,-0.0012052391237154,0.0131186748842329,0.0105847206312161,0.008032803005226,0.0234792084572674,-0.0183118389164845,0.011071123763472,-0.0174141526912561,-0.0539348751600449,-0.0410667147241522,0.0785633828055378,0.0350148476568798,-0.0012700708346338,-0.0604189477417506,0.0295997629025292,-0.0378700829435982,0.0310689359924666,0.0059788771956357,-0.1992257228326735,-0.0273446255031298,0.0378339227178123,0.0283664702742089,-0.0195563042338042,-0.0027700079804308,0.0128670660565042,-0.0386026297606647,0.0226338866165219,-0.0384228876861854,0.0044611523769954,-0.0043469053167178,-0.0182442930259329,0.0331802568067715,0.0154647168231976]"
